-9;-9,-5;-9,-1;*
-8;-9,-5;-9,-1;*
-7;-9,-5;-9,-1;*
-6;-9,-5;-9,-1;*
-5;-9,-5;-9,-1;*
-4;-4,-1;-9,-1;*
-3;-4,-1;-9,-1;*
-2;-4,-1;-9,-1;*
-1;-4,-1;-9,-1;*
001;001,005;001,025;001,125;001,625;001,999;*
002;001,005;001,025;001,125;001,625;001,999;*
003;001,005;001,025;001,125;001,625;001,999;*
004;001,005;001,025;001,125;001,625;001,999;*
005;001,005;001,025;001,125;001,625;001,999;*
006;006,010;001,025;001,125;001,625;001,999;*
007;006,010;001,025;001,125;001,625;001,999;*
008;006,010;001,025;001,125;001,625;001,999;*
009;006,010;001,025;001,125;001,625;001,999;*
010;006,010;001,025;001,125;001,625;001,999;*
011;011,015;001,025;001,125;001,625;001,999;*
012;011,015;001,025;001,125;001,625;001,999;*
013;011,015;001,025;001,125;001,625;001,999;*
014;011,015;001,025;001,125;001,625;001,999;*
015;011,015;001,025;001,125;001,625;001,999;*
016;016,020;001,025;001,125;001,625;001,999;*
017;016,020;001,025;001,125;001,625;001,999;*
018;016,020;001,025;001,125;001,625;001,999;*
019;016,020;001,025;001,125;001,625;001,999;*
020;016,020;001,025;001,125;001,625;001,999;*
021;021,025;001,025;001,125;001,625;001,999;*
022;021,025;001,025;001,125;001,625;001,999;*
023;021,025;001,025;001,125;001,625;001,999;*
024;021,025;001,025;001,125;001,625;001,999;*
025;021,025;001,025;001,125;001,625;001,999;*
026;026,030;026,050;001,125;001,625;001,999;*
027;026,030;026,050;001,125;001,625;001,999;*
028;026,030;026,050;001,125;001,625;001,999;*
029;026,030;026,050;001,125;001,625;001,999;*
030;026,030;026,050;001,125;001,625;001,999;*
031;031,035;026,050;001,125;001,625;001,999;*
032;031,035;026,050;001,125;001,625;001,999;*
033;031,035;026,050;001,125;001,625;001,999;*
034;031,035;026,050;001,125;001,625;001,999;*
035;031,035;026,050;001,125;001,625;001,999;*
036;036,040;026,050;001,125;001,625;001,999;*
037;036,040;026,050;001,125;001,625;001,999;*
038;036,040;026,050;001,125;001,625;001,999;*
039;036,040;026,050;001,125;001,625;001,999;*
040;036,040;026,050;001,125;001,625;001,999;*
041;041,045;026,050;001,125;001,625;001,999;*
042;041,045;026,050;001,125;001,625;001,999;*
043;041,045;026,050;001,125;001,625;001,999;*
044;041,045;026,050;001,125;001,625;001,999;*
045;041,045;026,050;001,125;001,625;001,999;*
046;046,050;026,050;001,125;001,625;001,999;*
047;046,050;026,050;001,125;001,625;001,999;*
048;046,050;026,050;001,125;001,625;001,999;*
049;046,050;026,050;001,125;001,625;001,999;*
050;046,050;026,050;001,125;001,625;001,999;*
051;051,055;051,075;001,125;001,625;001,999;*
052;051,055;051,075;001,125;001,625;001,999;*
053;051,055;051,075;001,125;001,625;001,999;*
054;051,055;051,075;001,125;001,625;001,999;*
055;051,055;051,075;001,125;001,625;001,999;*
056;056,060;051,075;001,125;001,625;001,999;*
